text,label
hasa lemon cake in the oven and be go on to make pork casserole domestic or what,neutral
straighten my hair,neutral
kudai a pop rock band from chile be the last one take the stage tonight,neutral
work till numwhy be they play miley cyrus on the company radio and not adele,neutral
go to watch some tv now crazy night out up at numam for work tomorrow i will live somehow at least it mean i finish early,neutral
i do not think i have ever laugh so hard,positive
why the hell be it rain i hate the rain,negative
take a kindof nap too my tummy hurt,negative
wow i break my toe today on a stupid piece of concrete lame job search then sight see with brittany,negative
yea it be my roadwarrior workaholic lifestyle,neutral
i be so sorry to hear your bad news i will send happy thought your way that you find a new job very soon,neutral
can not wait till you be may num show you good stop by and hang out in newcastle,neutral
molly be bear on my birthday cue twilight zone music,positive
bon voyage birthday brother mccarran cyah again vega in july have not sleep yet class num such a fun weekend,positive
i feel the same way but i guess no matter where you be there will always be meme,neutral
transfer num photo be annoy i want to watch up,negative
hello twitter,neutral
be busy talk with mom and bhabhi they like the card bro and me make for them now wait for si to get back from church,positive
hey do you get any more info about your graduation and i think my mom go to let me go to cp if you guy still want to go,neutral
walk the dog on horseforth park no hangover on a sunday morning yay,positive
so i be play hooky from work and it feel good go to go get ma hair do i wonder how fitzsimmons be do,positive
endless set list very long grueling almost also send to gordos cell cuz he be no longer communicate with the internet in num,neutral
i do not wake up early enough to go roller blading contrary to a tributary i flow endlessly,neutral
oh ok i guess next time then,neutral
hi lady sorry for the delayed response appreciate the lovewill be in to this month how be everything go with you,neutral
a girl in my big hair rock today black velvet baby,neutral
in anticipation of him make me a cup of tea i be agree now it must happen no he be awesome,positive
omg man i will pray for ya,negative
today have be a nice positive fun day after several week of bum day,positive
meow a week ago today be here and we be road trippin,neutral
hey ruthie girl you send me all these lovely twitts but never respond i be hurt how be mikey and dion,neutral
very well thank you how be you more importantly,positive
be feel very sick,negative
that be actually adorable ooh how i miss dude,neutral
no but geek mind think alike,neutral
lose his favorite thing he love to always have on him his story of the year key chain,negative
weird a usual but ok that be why we like it,positive
num elaines my online mommy too she give good advice,positive
be goin out to dinner,neutral
lol good luck with that love your vid for ybwm,positive
thank you,positive
me i want to go,neutral
haha have good dream haha best friend forever haha be sweet to presh bailey zdbp,positive
on my way,neutral
just start feel bad again ugh i hate it when i do not feel good,negative
lol i num spongebob,positive
ahh dang of course it have to do that she good email you back fast,negative
good morning,positive
hahaha i have a bob marley one,neutral
new stripey top day,neutral
want to go home,neutral
why do you feel awful after last night,negative
if it be any consolation you be definitely one of the hot ggs imho,positive
anybody want to comment me,neutral
where be you,neutral
feel so out of the loop no twitter on my desktop and have not listen to weekly or read engadget in age,negative
lol girl i can not stop i be a student i can not afford num a pop eyeshadows but i be so hooked,neutral
